Url of an image.,Question,Image,Answer,flag,username,timestamp
,,D:\Thesis_2023-24\codes\ViLT\flagged\Image\52b68f8e0bf30f373a3f40d13bbec83bd15237a1\tmpunh1vudi.jpg,,,,2023-11-30 17:33:49.381238
